YearStart,LocationDesc,Question,Data_Value
2015,Louisiana,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,43.93333333333333
2015,Maine,Average of 20 or more hours of care per week provided to a friend or family member,22.125
2015,Maine,Fair or poor health among older adults with doctor-diagnosed arthritis,29.25
2015,Maine,Mean number of days with activity limitations in the past month,5.641666666666667
2015,Maine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",63.19166666666666
2015,Maine,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,17.625
2015,Maine,Percentage of older adults ever told they have arthritis,48.08461538461539
2015,Maine,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",31.474999999999998
2015,Maine,Percentage of older adults who are eating 2 or more fruits daily,35.516666666666666
2015,Maine,Percentage of older adults who are eating 3 or more vegetables daily,18.025000000000002
2015,Maine,Percentage of older adults who are experiencing frequent mental distress,8.858333333333333
2015,Maine,Percentage of older adults who had a cholesterol screening within the past 5 years,94.47692307692309
2015,Maine,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,87.63333333333333
2015,Maine,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,50.62307692307692
2015,Maine,Percentage of older adults who have not had any leisure time physical activity in the past month,29.46923076923077
2015,Maine,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,15.438461538461537
2015,Maine,Percentage of older adults who provided care for a friend or family member within the past month,22.400000000000002
2015,Maine,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,15.083333333333334
2015,Maine,Percentage of older adults who provided care to a friend or family member for six months or more,70.09166666666667
2015,Maine,Percentage of older adults who reported binge drinking within the past 30 days,8.983333333333333
2015,Maine,Percentage of older adults who reported influenza vaccine within the past year,54.11538461538461
2015,Maine,"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",22.0
2015,Maine,"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",78.0
2015,Maine,Percentage of older adults with a lifetime diagnosis of depression,21.058333333333334
2015,Maine,Physically unhealthy days (mean number of days in past month),5.338461538461539
2015,Maine,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,21.016666666666666
2015,Maryland,Average of 20 or more hours of care per week provided to a friend or family member,26.72142857142857
2015,Maryland,Fair or poor health among older adults with doctor-diagnosed arthritis,29.066666666666666
2015,Maryland,Mean number of days with activity limitations in the past month,5.66875
2015,Maryland,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",58.90588235294118
2015,Maryland,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,17.346666666666668
2015,Maryland,Percentage of older adults ever told they have arthritis,39.80588235294118
2015,Maryland,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",33.30625
2015,Maryland,Percentage of older adults who are eating 2 or more fruits daily,32.51052631578948
2015,Maryland,Percentage of older adults who are eating 3 or more vegetables daily,16.72941176470588
2015,Maryland,Percentage of older adults who are experiencing frequent mental distress,9.4
2015,Maryland,Percentage of older adults who had a cholesterol screening within the past 5 years,94.98
2015,Maryland,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,88.58125
2015,Maryland,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,49.56842105263158
2015,Maryland,Percentage of older adults who have not had any leisure time physical activity in the past month,29.175
2015,Maryland,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,13.92
2015,Maryland,Percentage of older adults who provided care for a friend or family member within the past month,25.386666666666667
2015,Maryland,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,13.091666666666667
2015,Maryland,Percentage of older adults who provided care to a friend or family member for six months or more,70.95714285714286
2015,Maryland,Percentage of older adults who reported binge drinking within the past 30 days,7.826666666666667
2015,Maryland,Percentage of older adults who reported influenza vaccine within the past year,51.126315789473686
2015,Maryland,"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",20.83125
2015,Maryland,"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",81.065
2015,Maryland,Percentage of older adults with a lifetime diagnosis of depression,15.806666666666667
2015,Maryland,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,47.9
2015,Maryland,Physically unhealthy days (mean number of days in past month),4.470588235294118
2015,Maryland,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,26.4
2015,Massachusetts,Fair or poor health among older adults with doctor-diagnosed arthritis,34.84375
2015,Massachusetts,Mean number of days with activity limitations in the past month,6.458823529411765
2015,Massachusetts,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",60.470588235294116
2015,Massachusetts,Percentage of older adults ever told they have arthritis,40.19444444444444
2015,Massachusetts,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",30.561111111111114
2015,Massachusetts,Percentage of older adults who are eating 2 or more fruits daily,34.93333333333333
2015,Massachusetts,Percentage of older adults who are eating 3 or more vegetables daily,19.48235294117647
2015,Massachusetts,Percentage of older adults who are experiencing frequent mental distress,11.26875
2015,Massachusetts,Percentage of older adults who had a cholesterol screening within the past 5 years,94.3157894736842
2015,Massachusetts,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,89.08333333333333
2015,Massachusetts,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,51.636842105263156
2015,Massachusetts,Percentage of older adults who have not had any leisure time physical activity in the past month,35.06666666666666
2015,Massachusetts,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,12.175
2015,Massachusetts,Percentage of older adults who reported binge drinking within the past 30 days,9.116666666666667
2015,Massachusetts,Percentage of older adults who reported influenza vaccine within the past year,51.78888888888889
2015,Massachusetts,"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",23.83888888888889
2015,Massachusetts,"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",76.76315789473684
2015,Massachusetts,Percentage of older adults with a lifetime diagnosis of depression,21.870588235294118
2015,Massachusetts,Physically unhealthy days (mean number of days in past month),5.055555555555555
2015,Massachusetts,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,31.246666666666666
2015,Michigan,Fair or poor health among older adults with doctor-diagnosed arthritis,36.05333333333333
2015,Michigan,Mean number of days with activity limitations in the past month,6.846666666666667
2015,Michigan,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",56.96
2015,Michigan,Percentage of older adults ever told they have arthritis,47.21875
2015,Michigan,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",34.275
2015,Michigan,Percentage of older adults who are eating 2 or more fruits daily,31.58125
2015,Michigan,Percentage of older adults who are eating 3 or more vegetables daily,14.413333333333332
2015,Michigan,Percentage of older adults who are experiencing frequent mental distress,11.793333333333333
2015,Michigan,Percentage of older adults who had a cholesterol screening within the past 5 years,93.0625
2015,Michigan,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,88.38666666666667
2015,Michigan,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,54.76875
2015,Michigan,Percentage of older adults who have not had any leisure time physical activity in the past month,31.075
2015,Michigan,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,18.80666666666667
2015,Michigan,Percentage of older adults who reported binge drinking within the past 30 days,11.549999999999999
2015,Michigan,Percentage of older adults who reported influenza vaccine within the past year,46.675
2015,Michigan,"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",25.50625
2015,Michigan,"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",74.49375
2015,Michigan,Percentage of older adults with a lifetime diagnosis of depression,19.18125
2015,Michigan,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,42.35
2015,Michigan,Physically unhealthy days (mean number of days in past month),5.6625
2015,Michigan,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,31.38
2015,Minnesota,Fair or poor health among older adults with doctor-diagnosed arthritis,30.585714285714285
2015,Minnesota,Mean number of days with activity limitations in the past month,5.85
2015,Minnesota,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",58.56666666666667
2015,Minnesota,Percentage of older adults ever told they have arthritis,38.34444444444445
2015,Minnesota,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",31.994444444444444
2015,Minnesota,Percentage of older adults who are eating 2 or more fruits daily,29.78235294117647
2015,Minnesota,Percentage of older adults who are eating 3 or more vegetables daily,12.328571428571427
2015,Minnesota,Percentage of older adults who are experiencing frequent mental distress,8.31875
2015,Minnesota,Percentage of older adults who had a cholesterol screening within the past 5 years,89.89444444444445
2015,Minnesota,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,89.22
2015,Minnesota,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,43.40526315789474
2015,Minnesota,Percentage of older adults who have not had any leisure time physical activity in the past month,28.872222222222224
2015,Minnesota,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,17.876470588235293
2015,Minnesota,Percentage of older adults who reported binge drinking within the past 30 days,10.924999999999999
2015,Minnesota,Percentage of older adults who reported influenza vaccine within the past year,55.40555555555555
2015,Minnesota,"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",21.577777777777776
2015,Minnesota,"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",78.74736842105263
2015,Minnesota,Percentage of older adults with a lifetime diagnosis of depression,19.01111111111111
2015,Minnesota,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,42.68333333333334
2015,Minnesota,Physically unhealthy days (mean number of days in past month),4.577777777777778
2015,Minnesota,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,22.43846153846154
2015,Mississippi,Average of 20 or more hours of care per week provided to a friend or family member,41.81333333333334
2015,Mississippi,Fair or poor health among older adults with doctor-diagnosed arthritis,51.62
2015,Mississippi,Mean number of days with activity limitations in the past month,7.78
2015,Mississippi,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",51.766666666666666
2015,Mississippi,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,16.94
2015,Mississippi,Percentage of older adults ever told they have arthritis,47.00666666666667
2015,Mississippi,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",35.166666666666664
2015,Mississippi,Percentage of older adults who are eating 2 or more fruits daily,17.866666666666667
2015,Mississippi,Percentage of older adults who are eating 3 or more vegetables daily,11.113333333333333
2015,Mississippi,Percentage of older adults who are experiencing frequent mental distress,12.506666666666666
2015,Mississippi,Percentage of older adults who had a cholesterol screening within the past 5 years,91.33333333333333
2015,Mississippi,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,91.78666666666666
2015,Mississippi,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,65.58
2015,Mississippi,Percentage of older adults who have not had any leisure time physical activity in the past month,44.12
2015,Mississippi,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,19.066666666666666
2015,Mississippi,Percentage of older adults who provided care for a friend or family member within the past month,20.646666666666665
2015,Mississippi,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,12.076923076923077
2015,Mississippi,Percentage of older adults who provided care to a friend or family member for six months or more,74.14666666666668
2015,Mississippi,Percentage of older adults who reported binge drinking within the past 30 days,6.915384615384616
2015,Mississippi,Percentage of older adults who reported influenza vaccine within the past year,52.34
2015,Mississippi,"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",36.63333333333333
2015,Mississippi,"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",63.36666666666667
2015,Mississippi,Percentage of older adults with a lifetime diagnosis of depression,17.966666666666665
2015,Mississippi,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,41.559999999999995
2015,Mississippi,Physically unhealthy days (mean number of days in past month),6.866666666666666
2015,Mississippi,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,45.32666666666667
2015,Missouri,Fair or poor health among older adults with doctor-diagnosed arthritis,37.84666666666667
2015,Missouri,Mean number of days with activity limitations in the past month,7.326666666666667
2015,Missouri,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",58.766666666666666
2015,Missouri,Percentage of older adults ever told they have arthritis,47.60666666666667
2015,Missouri,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",33.940000000000005
2015,Missouri,Percentage of older adults who are eating 2 or more fruits daily,26.333333333333332
2015,Missouri,Percentage of older adults who are eating 3 or more vegetables daily,13.093333333333334
2015,Missouri,Percentage of older adults who are experiencing frequent mental distress,11.32
2015,Missouri,Percentage of older adults who had a cholesterol screening within the past 5 years,91.23333333333333
2015,Missouri,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,90.39333333333335
2015,Missouri,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,56.11333333333334
2015,Missouri,Percentage of older adults who have not had any leisure time physical activity in the past month,34.71333333333334
2015,Missouri,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,17.873333333333335
2015,Missouri,Percentage of older adults who reported binge drinking within the past 30 days,9.96923076923077
2015,Missouri,Percentage of older adults who reported influenza vaccine within the past year,56.34666666666667
2015,Missouri,"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",26.753333333333334
2015,Missouri,"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",73.24666666666667
2015,Missouri,Percentage of older adults with a lifetime diagnosis of depression,20.4
2015,Missouri,Physically unhealthy days (mean number of days in past month),5.833333333333333
2015,Missouri,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,31.633333333333333
2015,Montana,Fair or poor health among older adults with doctor-diagnosed arthritis,34.94666666666667
2015,Montana,Mean number of days with activity limitations in the past month,7.34
2015,Montana,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",61.06666666666667
2015,Montana,Percentage of older adults ever told they have arthritis,45.63333333333333
2015,Montana,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",27.053333333333335
2015,Montana,Percentage of older adults who are eating 2 or more fruits daily,24.414285714285715
2015,Montana,Percentage of older adults who are eating 3 or more vegetables daily,13.683333333333332
2015,Montana,Percentage of older adults who are experiencing frequent mental distress,9.635714285714286
2015,Montana,Percentage of older adults who had a cholesterol screening within the past 5 years,88.97333333333333
2015,Montana,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,84.17333333333333
2015,Montana,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,48.806666666666665
2015,Montana,Percentage of older adults who have not had any leisure time physical activity in the past month,29.42
2015,Montana,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,18.146666666666665
2015,Montana,Percentage of older adults who reported binge drinking within the past 30 days,10.65
2015,Montana,Percentage of older adults who reported influenza vaccine within the past year,53.46666666666667
2015,Montana,"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",24.233333333333334
2015,Montana,"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",75.76666666666667
2015,Montana,Percentage of older adults with a lifetime diagnosis of depression,20.62857142857143
2015,Montana,Physically unhealthy days (mean number of days in past month),5.98
2015,Montana,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,27.526666666666667
2015,Nebraska,Average of 20 or more hours of care per week provided to a friend or family member,15.983333333333334
2015,Nebraska,Fair or poor health among older adults with doctor-diagnosed arthritis,30.857142857142858
2015,Nebraska,Mean number of days with activity limitations in the past month,5.84375
2015,Nebraska,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",58.73888888888889
2015,Nebraska,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,20.957142857142856
2015,Nebraska,Percentage of older adults ever told they have arthritis,41.825
2015,Nebraska,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",38.26315789473684
2015,Nebraska,Percentage of older adults who are eating 2 or more fruits daily,31.988888888888887
2015,Nebraska,Percentage of older adults who are eating 3 or more vegetables daily,14.69375
2015,Nebraska,Percentage of older adults who are experiencing frequent mental distress,7.4071428571428575
2015,Nebraska,Percentage of older adults who had a cholesterol screening within the past 5 years,86.92999999999999
2015,Nebraska,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,86.35
2015,Nebraska,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,51.370000000000005
2015,Nebraska,Percentage of older adults who have not had any leisure time physical activity in the past month,33.66842105263157
2015,Nebraska,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,17.005555555555556
2015,Nebraska,Percentage of older adults who provided care for a friend or family member within the past month,26.099999999999998
2015,Nebraska,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,9.566666666666666
2015,Nebraska,Percentage of older adults who provided care to a friend or family member for six months or more,73.425
2015,Nebraska,Percentage of older adults who reported binge drinking within the past 30 days,10.5
2015,Nebraska,Percentage of older adults who reported influenza vaccine within the past year,55.125
2015,Nebraska,"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",27.185000000000002
2015,Nebraska,"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",72.815
2015,Nebraska,Percentage of older adults with a lifetime diagnosis of depression,19.383333333333333
2015,Nebraska,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,33.56666666666667
2015,Nebraska,Physically unhealthy days (mean number of days in past month),5.045
2015,Nebraska,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,23.74285714285714
2015,Nevada,Fair or poor health among older adults with doctor-diagnosed arthritis,29.941666666666666
2015,Nevada,Mean number of days with activity limitations in the past month,6.253846153846154
2015,Nevada,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",55.784615384615385
2015,Nevada,Percentage of older adults ever told they have arthritis,34.166666666666664
2015,Nevada,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",30.233333333333334
2015,Nevada,Percentage of older adults who are eating 2 or more fruits daily,26.513333333333332
2015,Nevada,Percentage of older adults who are eating 3 or more vegetables daily,18.307142857142857
2015,Nevada,Percentage of older adults who are experiencing frequent mental distress,7.681818181818182
2015,Nevada,Percentage of older adults who had a cholesterol screening within the past 5 years,89.27333333333333
2015,Nevada,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,84.77692307692307
2015,Nevada,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,45.82666666666667
2015,Nevada,Percentage of older adults who have not had any leisure time physical activity in the past month,27.48
2015,Nevada,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,14.65
2015,Nevada,Percentage of older adults who reported binge drinking within the past 30 days,9.666666666666666
2015,Nevada,Percentage of older adults who reported influenza vaccine within the past year,42.31428571428571
2015,Nevada,"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",22.346666666666668
2015,Nevada,"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",77.65333333333334
2015,Nevada,Percentage of older adults with a lifetime diagnosis of depression,16.207692307692305
2015,Nevada,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,51.99090909090909
2015,Nevada,Physically unhealthy days (mean number of days in past month),4.742857142857143
2015,Nevada,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,28.391666666666666
2015,New Hampshire,Fair or poor health among older adults with doctor-diagnosed arthritis,24.150000000000002
2015,New Hampshire,Mean number of days with activity limitations in the past month,5.675
2015,New Hampshire,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",62.48333333333333
2015,New Hampshire,Percentage of older adults ever told they have arthritis,43.00833333333333
2015,New Hampshire,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",28.916666666666668
2015,New Hampshire,Percentage of older adults who are eating 2 or more fruits daily,35.833333333333336
2015,New Hampshire,Percentage of older adults who are eating 3 or more vegetables daily,17.966666666666665
2015,New Hampshire,Percentage of older adults who are experiencing frequent mental distress,8.816666666666666
2015,New Hampshire,Percentage of older adults who had a cholesterol screening within the past 5 years,93.85000000000001
2015,New Hampshire,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,87.33333333333333
2015,New Hampshire,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,46.958333333333336
2015,New Hampshire,Percentage of older adults who have not had any leisure time physical activity in the past month,25.833333333333332
2015,New Hampshire,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,12.450000000000001
2015,New Hampshire,Percentage of older adults who reported binge drinking within the past 30 days,9.75
2015,New Hampshire,Percentage of older adults who reported influenza vaccine within the past year,54.175000000000004
2015,New Hampshire,"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",15.516666666666666
2015,New Hampshire,"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",84.48333333333333
2015,New Hampshire,Percentage of older adults with a lifetime diagnosis of depression,18.724999999999998
2015,New Hampshire,Physically unhealthy days (mean number of days in past month),4.1499999999999995
2015,New Hampshire,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,21.525000000000002
2015,New Jersey,Average of 20 or more hours of care per week provided to a friend or family member,25.976470588235294
2015,New Jersey,Fair or poor health among older adults with doctor-diagnosed arthritis,36.83888888888889
2015,New Jersey,Mean number of days with activity limitations in the past month,6.1000000000000005
2015,New Jersey,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",48.24444444444444
2015,New Jersey,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,14.649999999999999
2015,New Jersey,Percentage of older adults ever told they have arthritis,39.52105263157895
2015,New Jersey,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",30.63888888888889
2015,New Jersey,Percentage of older adults who are eating 2 or more fruits daily,33.495
2015,New Jersey,Percentage of older adults who are eating 3 or more vegetables daily,15.344999999999999
2015,New Jersey,Percentage of older adults who are experiencing frequent mental distress,9.70625
2015,New Jersey,Percentage of older adults who had a cholesterol screening within the past 5 years,93.55
2015,New Jersey,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,86.76315789473684
2015,New Jersey,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,52.54
2015,New Jersey,Percentage of older adults who have not had any leisure time physical activity in the past month,31.35263157894737
2015,New Jersey,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,12.111764705882353
2015,New Jersey,Percentage of older adults who provided care for a friend or family member within the past month,23.264705882352942
2015,New Jersey,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,11.158333333333333
2015,New Jersey,Percentage of older adults who provided care to a friend or family member for six months or more,66.98823529411764
2015,New Jersey,Percentage of older adults who reported binge drinking within the past 30 days,10.2125
2015,New Jersey,Percentage of older adults who reported influenza vaccine within the past year,49.355000000000004
2015,New Jersey,"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",24.273684210526316
2015,New Jersey,"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",76.435
2015,New Jersey,Percentage of older adults with a lifetime diagnosis of depression,14.005882352941176
2015,New Jersey,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,41.449999999999996
2015,New Jersey,Physically unhealthy days (mean number of days in past month),4.916666666666667
2015,New Jersey,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,31.97222222222222
2015,New Mexico,Fair or poor health among older adults with doctor-diagnosed arthritis,38.6875
2015,New Mexico,Mean number of days with activity limitations in the past month,7.364705882352942
2015,New Mexico,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",58.77777777777778
2015,New Mexico,Percentage of older adults ever told they have arthritis,40.105555555555554
2015,New Mexico,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",28.616666666666667
2015,New Mexico,Percentage of older adults who are eating 2 or more fruits daily,27.688888888888886
2015,New Mexico,Percentage of older adults who are eating 3 or more vegetables daily,18.529411764705884
2015,New Mexico,Percentage of older adults who are experiencing frequent mental distress,11.029411764705882
2015,New Mexico,Percentage of older adults who had a cholesterol screening within the past 5 years,87.30000000000001
2015,New Mexico,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,84.75555555555555
2015,New Mexico,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,49.0
2015,New Mexico,Percentage of older adults who have not had any leisure time physical activity in the past month,26.77777777777778
2015,New Mexico,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,14.633333333333333
2015,New Mexico,Percentage of older adults who reported binge drinking within the past 30 days,6.28
2015,New Mexico,Percentage of older adults who reported influenza vaccine within the past year,53.41111111111111
2015,New Mexico,"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",28.83888888888889
2015,New Mexico,"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",71.16111111111111
2015,New Mexico,Percentage of older adults with a lifetime diagnosis of depression,19.458823529411767
2015,New Mexico,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,63.40555555555555
2015,New Mexico,Physically unhealthy days (mean number of days in past month),5.766666666666667
2015,New Mexico,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,33.09375
2015,New York,Average of 20 or more hours of care per week provided to a friend or family member,23.235714285714288
2015,New York,Fair or poor health among older adults with doctor-diagnosed arthritis,36.61578947368421
2015,New York,Mean number of days with activity limitations in the past month,5.494736842105263
2015,New York,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",53.71
2015,New York,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,22.266666666666666
2015,New York,Percentage of older adults ever told they have arthritis,39.22380952380953
2015,New York,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",27.714999999999996
2015,New York,Percentage of older adults who are eating 2 or more fruits daily,35.061904761904756
2015,New York,Percentage of older adults who are eating 3 or more vegetables daily,17.67142857142857
2015,New York,Percentage of older adults who are experiencing frequent mental distress,12.042105263157895
2015,New York,Percentage of older adults who had a cholesterol screening within the past 5 years,91.66190476190476
2015,New York,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,86.84736842105262
2015,New York,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,51.214285714285715
2015,New York,Percentage of older adults who have not had any leisure time physical activity in the past month,33.352380952380955
2015,New York,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,13.344444444444445
2015,New York,Percentage of older adults who provided care for a friend or family member within the past month,22.9
2015,New York,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,13.163636363636362
2015,New York,Percentage of older adults who provided care to a friend or family member for six months or more,73.52666666666667
2015,New York,Percentage of older adults who reported binge drinking within the past 30 days,9.1875
2015,New York,Percentage of older adults who reported influenza vaccine within the past year,51.909523809523805
2015,New York,"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",25.614285714285714
2015,New York,"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",74.38571428571429
2015,New York,Percentage of older adults with a lifetime diagnosis of depression,16.461111111111112
2015,New York,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,46.083333333333336
